America’s Misguided Immigration Debate	アメリカ の 見当 違い な 移民 討論
Hamas has launched an intensive media campaign to appropriate the Israeli withdrawal as a victory of its “armed struggle.”	ハマス は 、 イスラエル 人 撤退 を 「 武力 闘争 」 の 勝利 に 帰する ため の 、 集中 的 な メディア キャンペーン を 開始 し た 。
The campaign and its themes reflect an internal fight for control of the Gaza Strip and other PA-administered territories, and stresses Hamas’ determination not to be disarmed and to continue the “armed struggle” in the West Bank.	キャンペーン および その テーマ は 、 ガザ 地区 と 他 の パレスチナ 自治 政府 管轄 の 領域 に おけ る 支配 権 を 争う 内部 抗争 を 反映 し て おり 、 武装 解除 を せ ず 、 西部 地区 に おけ る 「 武力 闘争 」 を 継続 する と いう ハマス の 決断 を 強調 し て いる 。
Hamas also revealed two “military secrets” during the evacuation.	ハマス は また 、 イスラエル の 撤退 中 に 、 2 つ の 「 軍事 機密 」 を 明らか に し た 。
The first is a new missile named Sajil, which has a range of 15 kilometers and can reach more Israeli towns and cities.	1 つめ は 、 15 km の 射程 距離 を 持ち 、 より 多く の イスラエル 市街 を 攻撃 可能 で ある Sajil と 名付け られ た 新型 ミサイル で ある 。
The second is the “Qassamits,” young women who are engaged in combat training.	2 つめ は 、 闘争 訓練 に 専従 する 「 Qassamits 」 と いう 若い 女性 たち で ある 。
Hamas timed these revelations with the disengagement to create the impression that its intensifying military strategy had prevailed.	ハマス は この 発表 を 撤退 に 合わせ て 行い 、 軍事 拡張 戦略 が 勝利 し た か の よう な 印象 を 生み出し た 。
According to one Hamas slogan in the streets of Gaza during the Israeli withdrawal, “Four years of sacrifices weigh more than ten years of negotiations.”	イスラエル 撤退 中 の ガザ 地区 に おけ る 、 ある ハマス の スローガン に は 「 犠牲 の 4 年 は 交渉 の 10 年 より 重い 」 と ある 。
Similarly, Mohamed Deif, the leader of Hamas’s military wing, asserted on a recent videotape that the lesson of Gaza is that Israel can be forced out of the West Bank, Jerusalem, and Haifa.	同様 に 、 ハマス の 軍事 勢力 主導 者 で ある Mohamed Deif は 、 最近 の ビデオ テープ で 、 ガザ 地区 の 教訓 は 、 武力 に より イスラエル を 西岸 地区 、 イェルサレム 、 そして ハイファ から も 追い出す こと が できる と いう こと で ある と 主張 し た 。
All of this is designed to reinforce one point: the Gaza withdrawal belongs to Hamas.	この すべて が 、 ガザ 地区 から の 撤退 は ハマス の 功績 で ある と いう 、 1 つ の 論点 を 強固 な もの に する ため に ある 。
A survey published on a Web site associated with Hamas claimed credit for killing 54% of all the Israelis who died as a result of Palestinians’ armed struggle, and this body count is Hamas’s claim to success.	ハマス と 関係 の ある Web サイト 上 で 実施 さ れ た ある 調査 は 、 パレスチナ 人 の 武力 闘争 の 結果 と し て 死亡 し た すべて の イスラエル 人 の 54 % を 殺し た こと に つい て の 名声 を 主張 し 、 この 割合 こそ が ハマス の 成功 に つい て の 主張 で も ある 。
In these circumstances, who will administer the evacuated areas until elections are held?	この よう な 状況 下 で 、 撤退 後 の 地域 を 選挙 まで 誰 が 統治 する の で あろう か 。
How will tax revenues be divided between those who claim leadership of the resistance and those who claim exclusive legitimacy to govern?	税収 は 、 抵抗 勢力 の 主導 権 を 主張 する 勢力 と 、 排他 的 な 支配 政権 を 主張 する 勢力 と の 間 で 、 どの よう に 分割 さ れる の で あろう か 。
These are not problems that can await resolution.	これ ら は 決議 を 待つ こと が できる 類 の 問題 で は ない 。
Someone must decide soon, for example, about the division of the land and the apartments to be built in what is already known as “Khalifa bin Zaid City,” located on a former Israeli settlement in the Gaza Strip.	たとえば 、 ガザ 地区 内 の イスラエル 旧 入植 地 に 位置 する 「 Khalifa bin Zaid City 」 と し て すでに 知ら れ て いる 地域 内 の 、 土地 および 建設 中 の アパート の 分割 に つい て 、 誰 か が すぐ に 決断 し なけれ ば なら ない 。
There is no answer yet to any of these questions.	これ ら の 問題 に 対する 解決 策 は 1 つ も 見つかっ て い ない 。
Whereas Hamas has demanded establishment of a Palestinian administration to supervise the areas vacated by Israel, Abbas has rejected this, agreeing at most to a “monitoring committee” in which representatives of Hamas will participate.	ハマス は イスラエル が 撤退 し た 地域 の 統治 に つい て 、 パレスチナ 人 自治 の 確立 を 要求 し た が 、 アッバス は これ を 拒否 し 、 譲歩 と し て ハマス の 代表 者 が 参加 する 「 監察 委員 会 」 に 合意 し た 。
In any case, there will be no “division of areas” until Israel withdraws completely and the ruins are cleared away.	いずれ に し て も 、 イスラエル が 完全 に 撤退 し 、 廃墟 が 再興 さ れる まで 「 地域 の 分断 」 は あり え ない 。
Then the bitter political struggle will begin in advance of the elections.	その 後 は 、 選挙 を 先行 し て 苦い 政治 抗争 が 始まる 。
No matter what happens the day after Israel’s final Gaza disengagement, one cannot escape the fact that Hamas’s military options have diminished greatly.	イスラエル に よる 最後 の ガザ 解放 の 後 何 が 起ころう とも 、 ハマス の 軍事 力 は 大幅 に 低減 さ れ た と いう 事実 から は 誰 も 逃れ られ ない 。
Construction of the separation wall on the West Bank has made it almost impossible for Hamas fighters to reach Israel proper.	西岸 地区 の 分離 壁 建設 に より 、 ハマス 勢力 が イスラエル 領土 に 攻め込む こと は 事実 上 不 可能 と なっ た 。
In addition, after the reoccupation of the West Bank’s cities in April 2002, Israel arrested about 7000 Palestinians who are allegedly associated with Hamas, Fatah, and other Palestinian groups.	さらに 、 2002 年 4 月 の 西岸 地区 市街 再 占拠 後 、 イスラエル は ハマス 、 ファタハ 、 および 他 の パレスチナ 人 グループ と 深い 関係 が ある 約 7000 人 の パレスチナ 人 を 逮捕 し て いる 。
Continued armed struggle by Hamas will not be easy.	ハマス の 武力 闘争 の 継続 は 簡単 で は ない で あろう 。
Hamas knows this, and thus is focusing its attention on the Gaza disengagement, seeking to exploit this victory by demanding a share in the post-disengagement order.	ハマス も これ を 理解 し て おり 、 その ため ガザ 解放 に 注力 し 、 解放 後 の 秩序 に おけ る 権力 を 要求 し て 勝利 の 利点 を 利用 し 尽くそう と し て いる 。
It has agreed to participate, for the first time, in the election of the Palestinian Legislative Council, which is due in January 2006, and it is expected to win a large number of seats.	ハマス は 2006 年 1 月 まで に 予定 さ れ て いる パレスチナ 立法 評議 会 の 選挙 へ の 参加 に 初めて 合意 し て おり 、 議席 の 大 多数 を 勝ち取る こと が 予想 さ れ て いる 。
This would, of course, cement its central role in Palestinian politics – and it would just as surely exacerbate the challenge facing Abbas.	これ に より 、 もちろん ハマス の パレスチナ の 政治 に おけ る 中心 的 な 役割 が 固め られ 、 アッバス が 直面 し て いる 難局 は さらに 悪化 する で あろう 。
	
The Limits of Democracy	民主 主義 の 限界
The election of the militant and hitherto extra-parliamentary group Hamas in the Palestinian territories reminds us of what democracy cannot achieve.	従来 は 議会 外 の 闘争 的 グループ で あっ た ハマス の パレスチナ 領域 で の 当選 は 、 民主 主義 に 達成 でき ない こと を 我々 に 思い出さ せ た 。
No one in a more established democratic state is surprised if one’s own side does not win.	より 確立 し た 民主 主義 国家 で あれ ば 、 自分 の 党 が 勝た なく て も 驚く 者 は い ない 。
Democracy is about competing parties, and, unless they form a “grand coalition,” they cannot all win.	民主 主義 と は 政党 同士 が 競い合う こと で あり 、 そして 、 「 大 連立 」 を 形成 し ない 限り 、 全員 が 勝つ こと は でき ない の で ある 。
But what if an election’s winners have no intention of abiding by the rules that are part and parcel of the democratic process?	しかし 、 民主 主義 過程 の 重要 部分 で ある ルール を 守る 意向 が 勝者 に ない と し たら 、 どう だろう ？
One remembers Hitler, who, while his own party did not quite get 50% of the vote, could base his “seizure of power” on a parliamentary majority.	これ は 、 選挙 に おけ る 政党 の 得票 が 50 ％ に も 満た ない 状況 に あり ながら 、 議会 の 多数 党 を 基盤 に 「 パワー を つかむ 」 こと が でき た ヒットラー を 想起 さ せる 。
More recently, elections in the post-communist countries of Europe have brought groups to power whose democratic credentials are dubious, to say the least.	より 最近 の 例 で は 、 ヨーロッパ 旧 共産 圏 に おけ る 選挙 で 権力 を 握っ た グループ で 、 彼 ら が 掲げる 民主 主義 の 「 成績 証明 書 」 は 、 控えめ に 言っ て も 胡散 臭い 。
This is not to compare Hamas to any of these political forces.	ハマス を これ ら の 政治 的 権力 と 比較 する と いう こと で は ない 。
Nevertheless, one must wonder about a winning movement with quite a few elected members in Israeli prisons and others who are not likely to get permission to enter the country in which they were elected, so that the new parliament cannot function properly.	それ で も 、 この 勝利 の 動向 の 中 で 、 多数 の 選任 者 が イスラエル の 刑務 所 に いる ほか 、 選挙 さ れ た 国 へ の 入国 許可 を 得 られ そう も ない 者 たち が おり 、 新 政府 が きちんと 機能 でき ない と いう こと に 疑問 を 抱か なく て は なら ない 。
All of this tells us three things about democracy.	これ ら の 例 は 総じて 、 民主 主義 に まつわる 三 つ の 点 を 我々 に 示す 。
First, elections rarely solve fundamental problems.	第 一 に 、 選挙 が 根本 的 な 問題 を 解決 する こと は 稀 で ある と いう こと だ 。
In particular, they do not create a liberal order.	とりわけ 、 選挙 は 自由 主義 体制 を 創り出さ ない 。
To be effective, elections must be preceded by an extensive period of debate and argument.	選挙 が 効果 的 で ある ため に は 、 それ に 先がけ 広範 な 期間 に わたる 討論 と 議論 が なさ れ て い なけれ ば なら ない 。
Cases have to be made and attacked or defended.	さまざま な 主張 が 挙げ られ 、 攻撃 や 弁護 が なさ れ なく て は いけ ない 。
First elections, in particular, are almost inevitably of limited value as foundations of democracy, because they take place in an emotionally charged atmosphere and largely without substantive debate.	とりわけ 、 初回 選挙 の 民主 主義 の 基盤 と し て の 価値 が 限ら れる こと は 、 ほぼ 必然 的 で ある 。 これ は 、 選挙 が 、 感情 的 な 雰囲気 と 、 大 部分 の 本質 的 な 討論 が 欠け て いる 状況 下 で 行わ れる から で ある 。
They are an invitation to assert who one is and where one belongs rather than to a competition of well-defined and comprehensive political programs.	この よう な 選挙 は 、 明確 で 包括 的 な 政治 プログラム 同士 の 競争 と いう より も 、 己 と 所属 政党 に つい て 力説 する もの を 誘発 する 。
This means, secondly, that first elections, and perhaps elections more generally, are not themselves a sufficient guarantee of liberty.	これ は つまり 、 第 二 の 点 に あたる が 、 初回 選挙 や 、 おそらく 選挙 一般 が 、 それ だけ で は 自由 主義 を 保障 する の に 十分 で ない と いう こと で ある 。
As the German constitutional court judge Ernst-Wolfgang Böckenförde famously put it, democracies cannot create the conditions of their survival and success.	ドイツ 憲法 裁判 所 判事 エルンスト ＝ ヴォルフガング ・ ベッケンフェルデ の 有名 な 言葉 の とおり 、 民主 主義 は 生き残り 成功 する ため の 状況 を つくりだす こと が でき ない 。
What are these conditions, and who creates them?	この 状況 と は どんな もの で 、 そして 誰 が つくり出す の か ？
The answer to the first question is, the rule of law.	前者 の 質問 の 答え は 法律 の 規則 で ある 。
There must be certain accepted rules of the political game that are binding on all, so that whoever does not accept or obey them is disqualified.	受け入れ ない もの や 従わ ない もの は 失格 と 判断 できる よう に 、 網羅 的 な 拘束 力 を 持つ 政治 的 ゲーム の 一般 規則 が なけれ ば なら ない 。
This is, to be sure, easier said than done.	この よう な 場合 、 確か に 、 言う 方 が 実行 する より 簡単 で ある 。
Who sets the rules of the game?	ゲーム の 規則 を 決める の は 誰 だろう か ？
There is an obvious logic to establishing a constitutional convention first and then holding elections under the rules agreed by it.	そこ に は 、 まず 憲法 制定 会議 を 発足 さ せ 、 そこ で 合意 を 得 た 規則 の もと で 選挙 を 行う と いう 明白 な ロジック が ある 。
This is what happened in Iraq, for example.	例 と し て イラク で の 状況 が 挙げ られる 。
But the constitutional convention, too, must be elected, and this election may run into the very difficulties that plague first elections to parliaments in new democracies.	しかし 、 憲法 制定 会議 も また 、 選挙 さ れ なけれ ば なら ず 、 そして この 選挙 こそ が 、 新しい 民主 主義 の 議会 を 選出 する 初回 選挙 に つきまとう 困難 な 状態 に 陥る 可能 性 が ある 。
Once the rules of the game are set, there still remains the question: who enforces them?	さて 、 ゲーム の 規則 が 決め られ た ところ で 、 まだ 疑問 は 残る ： だれ が 施行 する の か ？
Who could say to Hamas that unless they accept certain rules, their election is not valid?	誰 が 、 ハマス に 向かっ て 、 一定 の 規則 を 受け入れ ない 限り 、 彼 ら の 当選 は 無効 だ と 言える だろう ？
This requires a constitutional court of sorts, as well as a judiciary and institutions to enforce its rulings.	その 統治 が 実施 さ れる に は 、 司法 組織 と 各 機関 に 並び 、 憲法 裁判 所 が 必要 で ある 。
In sovereign states and territories, this is highly unlikely to come about on its own.	主権 国家 や 領域 に おい て は 、 自分 たち のみ で 実施 が できる と は 非常 に 考え にくい 。
It is no accident that the democratic process has emerged most smoothly where there was some external power to back up the constitution.	憲法 を 後援 する 外部 的 な 力 が 働い て い た 状況 下 で 、 民主 主義 過程 が 最も スムーズ に 現れ た の は 、 アクシデント で は ない の だ 。
The third lesson follows from such considerations.	第 三 の 学ぶ べき 点 は 、 この よう な 考察 から 導か れる 。
Democracy in the sense of free elections within certain rules does not allow the rest of us to say that the cause of freedom has prevailed and that we can walk away.	一定 の 規則 の 下 に 行わ れる 自由 選挙 と いう 意味 で の 民主 主義 は 、 我々 に 、 自由 の きっかけ が でき た と 言っ て 立ち去る こと を 、 許し は し ない 。
On the contrary, democracy is a long-term task.	それ どころ か 、 民主 主義 は 長期 的 な 課題 な の で ある 。
Some say that it is achieved only once a country has passed the “two-turnover test,” that is, two changes of government without violence.	国家 が 「 two - turnover test 」 （ 暴力 に よら ず �� 政府 が 二 回 変革 さ れる こと ） に 合格 し て 初めて 、 達成 さ れる と いう 意見 も ある 。
One must add to this criterion a culture of debate that makes elections a genuine contest of a plurality of answers to the issues at stake.	この 基準 に 、 問題 の 解決 策 に 対する 得票 を 競う こと で 選挙 を 本物 の 競争 たら しめる 、 討論 の 文化 を 加え なけれ ば なら ない 。
For the Palestinian territories, this means that people’s expectations of the elections were probably too high.	パレスチナ 領域 に とっ て は 、 この 観点 から 、 おそらく 人々 の 選挙 に 対する 期待 が 高 すぎ た と いえよう 。
By the same token, reducing expectations means that the significance of the results should not be exaggerated.	同様 に 、 下がり つつ ある 期待 は 、 結果 の 重要 性 が 誇張 さ れる べき で は ない こと を 意味 する 。
Who knows?	いったい 誰 に わかる だろう ？
The result may yet turn out to be a stepping-stone towards an effective state that deserves international recognition.	これ から の 結果 次第 で は 、 国際 的 な 承認 に 値 する 効力 を 持っ た 国家 へ の 布石 に なる か も しれ ない の だ 。
In the meantime, the key task is to promote the rule of law, backed by the international community.	その 時 まで 、 取り組む べき 重要 な 課題 は 、 国際 社会 の 支え を うけ 、 法 規制 の 整備 を 促進 する こと で ある 。
	
The Media War on Terror	対 テロ の メディア 戦争
“More than half of this battle is taking place on the battlefield of the media, [for] we are in a media battle in a race for the hearts and minds of [Muslims].”	「 この 戦い の 半分 以上 は メディア と いう 戦場 で 起こっ て おり 、 （ それ は 、 ） 我々 は メディア 戦争 に おい て ( ムスリム の ) 心 と 精神 の ため に 戦っ て いる （ から だ ） 」 。
The speaker was not some public relations executive, but Osama bin Laden’s chief lieutenant, Ayman al-Zawahiri.	こう 発言 し た の は 、 広報 長官 など で は なく 、 ウサマ ・ ビン ・ ラーディン の 副官 アイマン ・ アル ・ ザワヒリ で あっ た 。
Terrorists have skillfully adapted to fighting wars in today’s media age, but, for the most part, America and the governments of the other democracies have not.	テロリスト は 今日 の メディア 時代 に おけ る 戦争 に 巧み に 順応 し た が 、 しかし 、 大 部分 で 、 アメリカ と 他 の 民主 主義 諸国 の 政府 は 順応 し て い ない 。
Consider that the violent extremists have their own “media relations committees” aimed at manipulating elite opinion.	暴力 的 な 過激 派 が エリート の 意見 を 操作 する 目的 で 独自 の 「 メディア 関係 委員 会 」 を 設置 し て いる こと を 考え て み て ほしい 。
They plan and design headline-grabbing attacks using every means of communications to intimidate and break the collective will of free people.	彼 ら は あらゆる コミュニケーション 手段 を 用い て 、 自由 な 人々 の 団結 し た 意志 を 打ち砕き 、 威圧 する ため に 、 大 見出し に 挙げ られる よう な 攻撃 の 計画 を 練っ て いる 。
They know that communications transcend borders, and that a single news story, handled skillfully, can be as damaging to our cause – and as helpful to theirs – as any military attack.	彼 ら は コミュニケーション が 国境 を 越える こと 、 そして 巧妙 に 操作 すれ ば 、 たった 一 つ の ニュース で 、 あらゆる 武力 攻撃 と 同じ 威力 を 持っ て － そして 彼 ら の 思い 通り に － 我々 の 主張 に ダメージ を 与え 得る と いう こと を 知っ て いる 。
And they are able to act quickly with relatively few people, and with modest resources compared to the vast, expensive bureaucracies of democratic governments.	さらに 、 彼 ら は 比較 的 少 人数 で 、 また 、 民主 主義 政府 の 官僚 政治 の 莫大 な 費用 に 比べ 、 さほど 大きく ない 資源 で 素早く 行動 する こと が できる 。
Today we are fighting the first war in the era of e-mail, blogs, blackberries, instant messaging, digital cameras, the Internet, mobile phones, talk radio, and 24-hour news.	今日 、 我々 は 、 E メール 、 ブログ 、 ブラックベリー 、 チャット 、 デジタル カメラ 、 インターネット 、 携帯 電話 、 トーク ラジオ 、 そして 24 時間 放送 の ニュース の 時代 に おけ る 、 第 一 次 戦争 を 戦っ て いる 。
In Tunisia, the largest newspaper has a circulation of roughly 50,000 in a country of 10 million people.	チュニジア で は 、 人口 1 千 万 人 に 対し て 最 大手 の 新聞 発行 数 が 約 5 万 部 で ある 。
But even in the poorest neighborhoods, you see satellite dishes on nearly every balcony or rooftop.	しかし 、 最も 貧しい 地区 で さえ も 、 ほとんど 全て の バルコニー や 屋根 に 衛星 アンテナ が 取り付け て ある の を 目 に する 。
A few years ago, under Saddam Hussein, an Iraqi could have his tongue cut out if he was found in possession of a satellite dish or used the Internet without government approval.	数 年 前 、 サダム ・ フセイン 支配 下 で 、 イラク 人 が もし 衛星 アンテナ を 所有 し て いる こと 、 あるいは 政府 の 認可 なし に インターネット を 使っ た こと を 暴か れれ ば 、 彼 は 舌 を 切ら れ て しまっ た か も しれ ない だろう 。
Today, satellite dishes are ubiquitous in Iraq as well.	今日 、 衛星 アンテナ は イラク に おい て も 、 至る所 に 設置 さ れ て いる 。
Regrettably, many of the news channels being watched through these dishes are hostile to the West.	遺憾 ながら 、 これ ら の アンテナ を 通し て 見 られ て いる ニュース 番組 の 多く は 、 西側 に 敵意 の ある もの で ある 。
Media outlets in many parts of the world often serve only to inflame and distort – rather than to explain and inform.	世界 の 多く の 場所 に おけ る メディア から 流れる もの は 、 説明 と 情報 を 与える と いう より も 、 人々 の 感情 を あおり 、 考え を 曲解 さ せる 役目 のみ 果たす こと が 多い 。
While al-Qaeda and extremist movements have used this forum for many years, further poisoning the Muslim public’s view of the West, we in the West have barely even begun to compete.	アル・カイーダ と 過激 派 運動 が 幾 年 に も わたっ て この フォーラム を 用い 、 ムスリム 社会 の 西側 へ の 見解 を さらに 悪化 さ せ て き た 一方 で 、 西側 の 我々 は 、 いまだ 競い合う こと を 始め て も い ない 。
We saw this with the false allegations of the desecration of a Koran last year.	この こと は 、 昨年 の コーラン 冒涜 と いう 間違っ た 主張 に 見 られ た 。
First published in a weekly news magazine, the story was then posted on Web sites, sent in e-mails, and repeated on satellite television and radio stations for days before the facts could be discovered.	発端 は 週刊 ニュース 雑誌 に 掲載 さ れ た 記事 で 、 この 件 は その 後 ウェブサイト に 載せ られ 、 Ｅ メール で 送ら れ て 、 真実 が 解明 さ れる まで 、 数 日 に わたり 衛星 放送 と ラジオ 放送 で 繰り返し 伝え られ た 。
That false story incited deadly anti-American riots in Afghanistan and Pakistan.	その 間違っ た 記事 が 、 アフガニスタン と パキスタン に おけ る 致命 的 な 反米 暴動 を 扇動 し た の だ 。
The United States military, appropriately and of necessity, took the time needed to ensure that it had the facts before responding that the charges were untrue.	アメリカ 合衆 国 軍 は 、 この 非難 が 虚偽 に よる もの で ある と いう 反応 を 示す 前 に 、 適切 かつ 必然 的 に 、 事実 を 確信 する ため の 時間 を とっ た 。
In the meantime, innocent lives were lost.	その 間 に 、 無実 の 命 が 失わ れ て いっ た 。
But we have begun to adapt.	しかし 、 我々 は 順応 を 始め て いる 。
In Iraq, for example, the US military, working closely with the Iraqi government, has sought non-traditional means to provide accurate information to the Iraqi people.	例えば 、 イラク に おい て 、 米軍 は イラク 政府 と 連結 し 、 イラク の 人々 に 正確 な 情報 を 提供 する ため 、 非 伝統 的 な 手段 を 模索 し た 。
Yet this has been portrayed as “buying news.”	しかし ながら 、 これ は 「 ニュース の 買収 」 と 描写 さ れ た 。
The resulting explosion of critical press stories then causes everything – all activity, all initiative – to stop.	その 結果 噴出 する 批判 報道 記事 の 塊 は 、 やがて 全て － あらゆる 活動 、 あらゆる イニシアチブ － を 引き起こす 原因 と なる 。
This leads to a “chilling effect” among those serving in the military public affairs field, who conclude that there is no tolerance for innovation.	これ は 軍事 公務 の 分野 に 携わる 者 たち の 間 で 、 革新 に 耐え られ ない と 結論 を 下す 「 冷却 効果 」 へ と つながる 。
Consider for a moment the vast quantity of column inches and hours of television devoted to the allegations of detainee abuse at Abu Ghraib.	ここ で 、 アブ ・ グラ イブ に おけ る 抑留 者 虐待 の （ 十分 な 証拠 の ない ） 主張 に 関する 膨大 な コラム の 幅 と テレビ 放映 の 時間 を 考え て みよう 。
Compare that to the volume of coverage and condemnation associated with, say, the discovery of Saddam Hussein’s mass graves, which were filled with hundreds of thousands of innocent Iraqis.	これ を 例えば 、 サダム ・ フセイン に よる 数千 の 無実 の イラク 人 で 埋め 尽くさ れ た 集団 墓地 の 発覚 に 関する 報道 と 非難 の 規模 に 比較 し て み たい 。
Free governments must make communications planning a central component of every aspect of this struggle.	自由 な 政府 は 、 この 苦闘 に おけ る あらゆる 観点 の 中心 要素 を 計画 する ため の コミュニケーション を とら なけれ ば なら ない 。
Indeed, the longer it takes to put a strategic communications framework into place, the more the vacuum will be filled by the enemy.	実際 に 、 戦略 コミュニケーション の 枠組み 設定 の 時間 が 長引く ほど 、 空白 は 敵 に 埋め られ て いく の だ 。
There are nonetheless signs of modest progress.	それ で も なお 、 かすか な 進歩 の 兆し は 現れ て いる 。
Soon after the devastating earthquake in Pakistan, a public affairs team was deployed with our sizable military forces in the disaster area.	パキスタン に おけ る 破壊 的 な 地震 の 直後 から 、 公務 チーム は 我々 の を 被害 地 に 配置 し た 。
They worked to help focus media attention on America’s commitment to help the Pakistani people.	彼 ら は 、 報道 が アメリカ の パキスタン 人 救済 へ の 貢献 に 焦点 を あわせる 助け と なっ た 。
Public opinion surveys conducted by private groups before and after the earthquake suggest that attitudes in Pakistan regarding the US changed dramatically because of this new awareness.	地震 の 前後 で 私的 グループ が 行っ た 世論 調査 は 、 この 新た な 意識 に よっ て パキスタン の アメリカ に 対する 態度 が 劇的 に 変わっ た こと を 示し た 。
Government public affairs and public diplomacy efforts are slowly beginning to reorient staffing, schedules, and bureaucratic culture to engage the full range of today’s media.	公務 そして 外交 の 政府 は 、 今日 の メディア と 全面 的 に 連動 する ため に 、 人的 、 時間 的 、 そして 事務 的 文化 に 対する 方向 性 を 徐々 に 改め 始め て いる 。
Still, government must develop the institutional capability to anticipate and act within the same news cycle.	しかし まだ 、 政府 は 機関 の 予期 能力 、 そして 同一 の ニュース サイクル の うち に 行動 に 移る 能力 を 開発 し なけれ ば なら ない 。
That requires instituting 24-hour press operations centers and elevating Internet operations and other channels to the status of traditional twentieth-century press relations.	それ に は 24 時間 報道 センター の 設置 、 インターネット や その 他 の 番組 の 連携 を 、 20 世紀 の 報道 関係 の レベル まで 引き上げる こと が 必要 で ある 。
It will require less reliance on the traditional print media, just as the publics of the US and the world are relying less on newspapers.	ちょうど アメリカ や 世界 の 市民 が 新聞 から 離れ て いく の と 同様 に 、 伝統 的 な 紙 媒体 の メディア へ の 依存 を 減らす 必要 が ある だろう 。
This also will mean embracing new ways of engaging people throughout the world.	これ は また 、 世界 中 の 人々 を 結びつける 新しい 方法 を 取り入れる こと を も 意味 する 。
During the Cold War, institutions such as Radio Free Europe proved to be valuable instruments.	冷戦 時代 、 ラジオ ・ フリー ・ ヨーロッパ の よう な 機関 は 、 その 媒体 と し て の 価値 を 証明 し た 。
We need to consider the possibility of new organizations and programs that can serve a similarly valuable role in the War on Terror.	我々 は 、 対 テロ 戦争 に おい て 、 同様 の 価値 を もたらし 得る 新た な 組織 体 や プログラム の 可能 性 を 考慮 す べき で ある 。
We are fighting a war in which the survival of our way of life is at stake.	我々 は 、 生活 スタイル の 存続 を 賭け た 戦争 に 直面 し て いる 。
And the center of gravity of that struggle is not just the battlefield.	そして 、 苦闘 を 巻き起こす 重力 の 核 は 決して 戦場 だけ で は ない 。
It is a test of wills and it will be won or lost in the court of global public opinion.	それ は 意志 を 試す テスト で あり 、 その 勝敗 は 世界 の 公論 に よる 裁判 に かかっ て いる 。
While the enemy is skillful at manipulating the media and using the tools of communications to their advantage, we have an advantage as well: truth is on our side, and, ultimately, truth wins out.	敵 が メディア の 操作 と コミュニケーション と いう 道具 の 使用 に よっ て 利益 を 得る こと に 長け て いる 一方 で 、 我々 に も 強み が ある ： 真実 は 我々 に あり 、 そして 、 究極 的 に は 、 真実 が 勝利 する の だ 。
	
The Nation State Revisited	民族 国家 へ の 再訪
It has become fashionable to claim that the nation state has lost its place.	民族 国家 の 居 場所 が なくなっ た と 主張 する こと が 流行 に なっ て いる よう だ 。
Globalization, it is said, means that nations can no longer control their own affairs.	グローバリゼーション と 呼ば れる もの は 、 国家 が 自国 内 の 諸 事情 を 管理 でき なく なる 状態 を 意味 する 。
They must join with others, as in the European Union or ASEAN or Mercosur, and they must increasingly rely on global institutions like the United Nations, the World Bank, and the World Trade Organization.	彼 ら は 欧州 連合 や ASEAN 、 南米 南部 共同 市場 ( Mercosur ) など の よう に 、 他 の 国々 と 共同 し なけれ ば なら ず 、 そして 国連 や 世界 銀行 、 世界 貿易 機関 など の 世界 規模 の 機関 に ますます 頼ら なけれ ば なら なく なる だろう 。
But such a view is risky.	しかし 、 この よう な 見 方 は 危険 性 を 伴う 。
Indeed, on closer inspection, it proves to be dubious, when not simply wrong.	実際 、 より 詳しく 検査 すれ ば 、 単純 に 間違っ て いる と は 言え ず とも 、 胡散 臭 さ が 浮き彫り に なる 。
The nation state, with both its strengths and weaknesses, is alive and well.	長所 と 短所 を 併せ持つ 民族 国家 は 、 健在 な の で ある 。
To begin with its strengths, the nation state remains the only political space in which the constitution of liberty thrives.	まず 長所 から 見 て いけ ば 、 民族 国家 は 自由 の 条件 が 繁栄 する 唯一 の 政治 的 空間 で あり 続け て いる 。
The democratic credentials of organizations like the EU are doubtful, and entirely absent in the case of the UN and other world institutions.	ＥＵ の よう な 組織 体 に よる 民主 主義 の 信任 など は 疑わしく 、 国連 や 他 の 国際 機関 に おけ る 例 に は 完全 に 欠如 し て いる 。
Moreover, despite the frequent search for new identities, European or Latin American or otherwise, and despite many references to a new cosmopolitanism, or even a “world civil society,” most people feel at home in their own country – the nation state of which they are citizens.	それ どころ か 、 新た な 主体 性 へ の 頻繁 な 追求 に も かかわら ず 、 ヨーロッパ あるいは ラテンアメリカ 、 また その 他 の 地域 で 、 また 、 新た な 世界 主義 へ の 、 あるいは 「 世界 市民 社会 」 に まで 及ぶ 度々 の 言及 に も かかわら ず 、 大概 の 人 が 、 自分 の 国 に 帰属 する 感じ を 覚える － 彼 ら が 市民 で ある 民族 国家 に おい て 、 で ある 。
Migration is generally migration to other countries.	移住 は 一般 的 に 、 外国 へ の 移住 を 意味 する 。
Many countries are currently debating the integration of migrants.	最近 、 多く の 国 が 移民 の 統合 を 討論 し て いる 。
What does it take to be British or German or American?	英国 人 で ある こと 、 ドイツ 人 、 あるいは アメリカ 人 で ある こと と は いったい 何 な の か 。
Such debates about immigration make sense only if we recognize that citizenship is defined by and for nations.	移住 に 関する この よう な 討論 は 、 市民 権 が 、 国家 に より 、 国家 の ため に 定義 さ れる こと を 我々 が 認識 し た 場合 のみ に おい て 、 意味 を 持つ 。
